남이섬,1,5,2019년6월18일,봄에는 벚꽃이 만발하고여름에는 시원한 강가에서 스피드보트타고가을은 남이섬과 근교 자라섬이 단풍으로 불타고겨울은 순백의 남이나라. 또 가고싶다,봄에는 벚꽃이 만발하고여름에는 시원한 강가에서 스피드보트타고가을은 남이섬과 근교 자라섬이 단풍으로 불타고겨울은 순백의 남이나라. 또 가고싶다
경포대,3,4,2019년12월6일,山上有各种造型奇怪的石头，配合绿意葱葱的树木，心情舒畅 尤其是帽沿以上，直正受到爬山的乐趣！,"산에는 다양한 모양의 이상한 돌이 있으며, 푸른 나무와 함께 기분이 편안합니다. 특히 모자가 올라가면 등산의 즐거움을 느낍니다!"
경포대,3,5,2016년11월14일,这个海水浴场真的很不错 几乎没有什么太多的游客过来几乎都是韩国当地的人周末携家带口前来游玩 这里的沙滩质量一般但是海很蓝,이 해변은 정말 좋습니다. 관광객이 거의 없습니다. 거의 모든 한국인이 주말에 가족과 함께 놀러옵니다. 해변의 품질은 평균이지만 바다는 푸른 색입니다.
경포대,3,5,2015년5월15일,先来介绍一下江陵市的镜浦台：韩国镜浦台楼阁建于1326年高丽时代，当时是供风流雅士观赏湖海风光、饮酒吟唱、挥毫泼墨、逍遥神游的地方。如今的镜浦台包括镜浦湖及东海海岸一带，在这里可欣赏到日出和海上明月等景观。海边绵延6公里的白沙滩，是天然的海水浴场，夏季的避暑胜地。,"Jingputai의 Jiangling City를 소개하겠습니다 : 한국의 Jingputai Pavilion은 1326 년 고려 시대에 지어졌으며, 당시에는 바람과 바람이 호수의 경치를보고, 술을 마시고, 잉크를 뿌리고, 수영을 할 수있는 장소였습니다. 오늘의 Jingpudai는 Jingpu Lake와 동중국 해 해안을 포함하여 일출과 바다 달과 같은 풍경을 즐길 수 있습니다. 해변에서 6km 떨어진 하얀 모래 해변은 여름 여름 휴양지 인 자연 해수욕장입니다."
경포대,3,5,2015년5월3일,韩国镜浦台原本是一个建于1326年高丽时代的阁楼。风流雅士们在这里观赏湖海风光、饮酒吟唱、挥毫泼墨、逍遥神游。而如今的镜浦台包括镜浦湖及东海海岸一带，海边绵延6公里的白沙滩，是天然的海水浴场。不仅如此，在这里还可欣赏到日出和海上明月等景观，是夏季的避暑胜地。适合朋友，情侣，家族旅行，结伴来此感受来自浩瀚大海的浪漫气息~,"한국의 Jingputai는 원래 1326 년 고려 시대에 지어진 다락방이었습니다. Fengliu Yashi는 호수와 바다의 풍경을보고, 술을 마시고, 노래하고, 잉크를 뿌리고, 자유롭게 여행합니다. 오늘날의 Jingpudai에는 Jingpu Lake와 동중국 해 해안이 포함되어 있으며 해변은 6km에 이르는 하얀 모래 해변이 자연 해수욕장입니다. 뿐만 아니라 일출과 바다 달과 같은 풍경을 즐길 수 있으며 여름 휴양지입니다. 친구, 커플, 가족 여행, 광대 한 바다에서 로맨스 분위기를 느끼기 위해 여기에 와서 ~"
경포대,3,5,2019년1월3일,镜浦台被指定为地方文化遗产第6号，是一座亭子，以正月十五元宵节观月而闻名，其屋顶采用韩式房屋中最常见的&ldquo;八作&rdquo;式样。镜浦台周围有金兰亭、镜湖亭、放海亭,"경포대는 음력 1 월 15 일 등불 축제 기간 중 달 구경으로 유명한 정자이며 지붕은 한국 주택 중 가장 흔한 '8 점'문양을 채택하고있다. 경포대 주변에는 진란 관, 정호 관, 팡 하이 관이 있습니다."
경포대,4,5,2016년11월7일,镜浦台这里简直就是一个一步一景的地方，用相机随便拍一个地方都能可以作为，桌面壁纸非常好看，而且这里的沙滩也非常漂亮，日落的时候非常美。,"Jingpudai는 한 단계 씩 일종의 장소이며, 카메라로 한 장소를 촬영할 수 있습니다. 데스크탑 벽지는 매우 아름답고 해변은 매우 아름답습니다. 일몰은 매우 아름답습니다."
경포대,4,4,2016년10월27일,这个海水浴场呢 很少有中国游客来 很棒 这个地方有个很大的湖 周边骑一下自行车真的是一种很棒的享受 人少 水质好 景色美,"이 해수욕장은 중국인 관광객이 거의 없으며, 이곳에는 큰 호수가 있습니다. 자전거를 타는 것은 정말 즐거운 일입니다. 사람들은 적습니다. 수질은 좋습니다. 풍경은 아름답습니다."
경포대,4,5,2017년2월1일,去过两次，海边没人的时候很美。因为东海非常干净很广阔，人也少。周末来这边租一个酒店，白天在海滩散散步，吃点海鲜和朋友野餐，真是极好的。,나는 두 번 거기에 있었고 해변에 아무도 없을 때 아름답습니다. 동중국 해는 매우 깨끗하고 넓기 때문에 사람들이 거의 없습니다. 주말에 호텔을 빌려 낮에는 해변을 산책하고 해산물과 친구들을 피크닉하는 것이 좋습니다.
경포대,4,4,2016년9월19일,这个地方呢 是个很不错的海边吧 这个地方人不多 几乎看不到中国以及其它外国的游人 基本都是韩国本地人来玩的比较多 海水质量超级好,이 곳은 아주 좋은 해변입니다.이 곳은 사람이 많지 않습니다. 중국과 다른 외국인 관광객을 거의 볼 수 없습니다. 기본적으로 한국인은 더 많은 것을합니다. 해수의 품질은 매우 좋습니다.
경포대,4,5,2017년5월18일,这地方可是著名的世界形的文化遗产。个人觉得没什么过多特别的，实际上他们这里的房子还没有，我们中国这边的古房子多了，但是自然风景还不错，还靠近海边,"이 곳은 유명한 세계 유산입니다. 개인적으로 특별한 것은 없다고 생각합니다. 사실, 여기에는 집이 없습니다. 중국에는 많은 고대 주택이 있지만 자연 경관은 나쁘지 않습니다. 해변과도 가깝습니다."
경포대,5,4,2016년7월3일,第一次去江陵镜浦台海边的时候简直被美傻了大海又清又蓝，和天空完美的合为一体，沙滩也特别细腻，坐在沙滩旁的摇椅上久久不想离开,"내가 Jiangling Jingputai 해변에 처음 갔을 때, 나는 바보 였고 바다는 맑고 푸른 색이었고 하늘과 완벽하게 조화를 이루었습니다. 해변은 매우 섬세했습니다. 해변 옆의 흔들 의자에 앉아 오랫동안 떠나고 싶지 않았습니다."
경포대,5,5,2017년4월1일,韩国镜浦台，这里非常的有特色，这里的樱花特别的漂亮没答应我圣歌的时候醒了很多的游客过来关上，喜欢的朋友可以过来看一看非常值得推荐,한국의 Jingputai는 매우 독특합니다. 여기의 벚꽃은 특히 아름답습니다. 내가 성가에 동의하지 않을 때 많은 관광객들이 깨어나 문을 닫습니다. 좋아하는 친구들이 와서 볼 수 있습니다.
경포대,5,5,2017년3월10일,韩国镜浦台，海滩上的沙子特别的细腻，风景也特别的迷人，这个沙滩还是比较大的，特别适合情侣过来我感觉特别的浪漫，喜欢的朋友不能错过,"한국의 Jingputai, 해변의 모래는 특히 섬세하고 경치는 특히 매력적입니다.이 해변은 여전히 비교적 크고, 특히 커플에게 적합합니다. 특히 낭만적 인 느낌을줍니다. 좋아하는 친구는 놓칠 수 없습니다."
경포대,5,5,2018년10월2일,海水是蓝色的，远处是绿色的。这比我在马来西亚、越南、泰国看过的任何一个海都要宁静、漂亮、壮阔。春天樱花开的时候，和下面路两旁、对面的镜浦湖一起，真的是太漂亮了~~,"바다는 파란색이며 멀리는 녹색입니다. 이것은 내가 말레이시아, 베트남 및 태국에서 본 바다보다 조용하고 아름답고 장엄합니다. 봄에 벚꽃이 피었을 때, 길의 양쪽에있는 Jingpu 호수와 함께 정말 아름답습니다 ~~"
경포대,5,5,2016년1월17일,在镜浦湖旁的亭子，历史很悠久，建筑造型很别致，因正月十五元宵节赏月而闻名。,"Jingpu 호수 옆의 파빌리온은 오랜 역사를 가지고 있으며, 건축 양식은 매우 세련되며, 새해 15 일에 달 축제로 유명합니다."
경포대,6,4,2019년6월29일,镜浦台是一个很美的景点，整个观景台蛮好玩的，在这里可以看到很多丰富的景色，能够在海上看到很远的景色，还有大型的船只经常经过这里，景色还是蛮不错的哦。,경포대는 아름다운 명승지입니다. 전망대 전체가 매우 흥미 롭습니다. 여기에서 풍부한 풍경을 많이 볼 수 있고 바다에서 멀리 볼 수 있습니다. 여기를 자주 지나가는 대형 선박도 있습니다. 풍경이 꽤 좋습니다. 오.
경포대,6,4,2017년1월24일,是韩国十分有名的旅游胜地之一，也是自然景观与文化遗迹相得益彰的一处海滨浴场。海边绵延6公里的白沙滩，是天然的海水浴场，夏季的避暑胜地。,한국의 유명한 관광 명소 중 하나이며 자연 경관과 문화 유적지를 보완하는 해변이기도합니다. 6km에 이르는 해변은 여름 여름 휴양지 인 자연 해수욕장입니다.
경포대,6,5,2018년7월25일,镜浦台初建时期是供风流雅士观赏风光的地方，现在这里是天然的海水浴场，在这里可以欣赏到日出和海上明月的景观，是夏季的避暑胜地。,Jingputai의 초기 건설 기간 동안 바람과 바람이있는 장소가되었습니다. 이제는 일출과 바다의 밝은 달을 즐길 수있는 자연 해수욕장으로 여름 휴양지입니다.
경포대,6,5,2016년1월15일,镜浦台真的好优美哦，这里的亭子非常的鲜艳哦，这里的历史很悠久哦，好多古代建筑，这里的景色都是自然的植物，大树是槐树的种类。,"Jingputai는 정말 아름답습니다. 여기 파빌리온은 매우 밝습니다. 여기의 역사는 매우 길고, 많은 고대 건축물이 있습니다. 여기의 풍경은 자연 식물이며, 큰 나무는 유칼립투스의 종류입니다."
경포대,6,4,2018년1월19일,"镜浦台是一个位于镜浦湖畔的小亭子,地势较高,可以远眺湖景.春天的镜浦湖,岸边满是淡粉色樱花,人不多,适合喜欢安静的朋友.镜浦海边离镜浦台很久,步行就可以到达,春天海水清澈,阳光正好. 到达方法:从江陵客运站坐202路公交车在&rdquo;镜浦台站&rdquo;下车(需约30分钟) 门票:无","Jingputai는 Jingpu Lake 기에 위치한 작은 파빌리온으로 지형이 높으며 호수 전망을 볼 수 있습니다. 봄의 Jingpu Lake는 해안가에 가벼운 분홍색 벚꽃이 가득합니다. 조용한 친구에게 적합한 사람들이 많지 않습니다. Jingpu 해변은 Jingputai에서 오랫동안 떨어져 있습니다. 봄에는 바다가 맑고 태양이 옳습니다. 도착 방법:강릉버스터미널에서 202번 버스를 타고 ""징푸타이역""에서 내리세요(약 30분 소요) 입장권:무"
경포대,7,5,2016년10월31일,确实不错，城市美景尽收眼底。特别建议在晚上或是在有雾时来看，美得无法形容。成为地标理所当然！,"정말 좋은, 도시의 아름다움은 탁 트인 전망을 가지고 있습니다. 특히 밤에는 안개가 자욱한 시간에 볼 때 아름다움은 설명 할 수 없습니다. 랜드 마크가되는 것은 당연한 일입니다!"
경포대,7,5,2015년12월21일,这里已经拥有了几百年的历史了，是一个很有韩国古代建筑特色的，不过景点范围不大，环境还是可以的,수백 년의 역사를 지니고 있으며 한국의 고대 건축물이지만 광경은 크지 않으며 환경은 여전히 괜찮습니다.
경포대,7,5,2016년11월22일,是一个非常不错的观锦台，其实建筑和中国的很相似，也即使那样，不过很多文人还是非常喜欢的。,"그것은 매우 좋은 Guanjintai입니다. 실제로 건물은 중국과 매우 유사하지만, 많은 문학자들은 여전히 그것을 아주 좋아합니다."
경포대,7,5,2016년2월13일,亭子倒是古色古香，也很高大，几百年的历史了，这里的建筑经过多次的粉刷，颜色很新，朱红色的,"파빌리온은 골동품이며, 수백 년의 역사를 지니고 있습니다. 여기 건물은 여러 번 페인트 칠을 한 후 색상은 매우 새롭고 주홍색입니다."
경포대,8,5,2016년2월15일,亭子倒是古色古香，也很高大，镜浦台真的好优美哦，好多古代建筑，这里的历史很悠久哦，,파빌리온은 골동품이며 매우 키가 크고 Jingputai는 정말 아름답습니다. 고대 건축물이 많이 있습니다. 역사가 오래되었습니다.
경포대,8,5,2016년6월24일,"韩国镜浦台楼阁建于1326年高丽时代,主要看十二座亭子，亭子倒是古色古香",한국의 Jingputai Lou Pavilion은 1326 년 고려 시대에 지어졌으며 주로 12 개의 파빌리온을 보았습니다. 파빌리온은 골동품입니다.
경포대,8,5,2016년3월31일,几百年的历史了，原本是一个建于1326年高丽时代的阁楼，亭子倒是古色古香,수백 년의 역사를 지니고 있으며 원래 1326 년에 지어진 다락방이었습니다. 파빌리온은 골동품입니다.
경포대,8,4,2015년11월15일,镜浦台其实就是一个小亭子，保存的还算是很新的，很有韩国古代建筑的特色。,"Jingputai는 실제로 작은 파빌리온이며, 보존은 여전히 매우 새롭고 고대 한국 건축의 특징입니다."
경포대,8,5,2017년2월26일,非常好玩的地方，感觉非常的好，很喜欢这个地方，朋友们都非常的喜欢。,"아주 재미있는 장소, 나는 아주 좋은 느낌, 나는이 장소를 아주 좋아한다, 내 친구들은 그것을 아주 좋아한다."
경포대,9,4,2016년1월12일,韩国附近居民也会经常光顾的旅游地，有不少的庆祝表演，商业服务比较全,"한국의 인근 주민들도 자주 방문하는 관광 명소가 있으며, 많은 축하 공연이 있으며, 비즈니스 서비스는 비교적 포괄적입니다."
경포대,9,4,2014년3월12일,韩国的世遗，风景还算是可以的感觉，可以去看看的地方，看看海景还是很不错的一个目的地。,"한국의 유산, 풍경은 여전히 좋은 느낌, 당신은 바다 전망을 볼 수있는 장소를 볼 수 있습니다 여전히 아주 좋은 목적지입니다."
경포대,9,4,2016년6월14일,镜浦台是镜浦湖畔的小亭子，从前是给文人墨客赏景吟诗作画的地方，从镜浦台望出去景色非常迷人。,"Jingputai는 Jingpu Lake 기의 작은 파빌리온으로, 문학인과 잉크가 시를 그리는 장소 였고 Jingputai에서 바라 보는 풍경은 매우 매력적이었습니다."
경포대,9,4,2016년5월4일,镜浦台是一个很有韵味的地方，这里的高楼建筑很古朴，好多历史建筑都可以在这里看得到，建筑的本色也是很有特色的，高大的阁楼很吸引人。,"Jingputai는 매우 매력적인 장소이며, 고층 건물은 매우 간단합니다. 많은 역사적인 건물을 여기에서 볼 수 있습니다. 건물의 본질 또한 매우 독특합니다. 높은 다락방은 매우 매력적입니다."
경포대,9,4,2016년1월27일,镜浦台是一个小亭子，几百年的历史了，这里的建筑经过多次的粉刷，颜色很新，朱红色的油漆非常醒目哦，这里的自然植物都是很大的树木。,"Jingputai는 수백 년의 역사를 지닌 작은 파빌리온입니다. 여기의 건물은 여러 번 페인트 한 후에 매우 새롭고, 주홍색 페인트는 매우 눈길을 끄는 곳입니다. 여기의 자연 식물은 큰 나무입니다."
경포대,10,5,2017년7월14일,一座亭子，可以看湖景，还不错的景点之一,"파빌리온, 호수 전망, 좋은 명소 중 하나를 볼 수 있습니다"
경포대,10,4,2015년8월6일,"镜浦台是一个位于镜浦湖畔的小亭子,地势较高,可以远眺湖景.春天的镜浦湖,岸边满是淡粉色樱花,人不多,适合喜欢安静的朋友",Jingputai는 Jingpu 호수 기에 위치한 작은 파빌리온으로 지형이 높으며 호수 전망을 볼 수 있습니다. 봄의 Jingpu 호수는 해안가에 가벼운 분홍색 벚꽃이 가득합니다. 많은 사람들이 없으며 조용한 친구에게 적합합니다.
경포대,10,4,2018년2월8일,樱花季的镜浦湖很美，湖周围开满樱花。湖很大走路是不可能的，可以租自行车，一人用自行车一小时5千韩币，刚好可以骑一圈。,"벚꽃 시즌의 징푸 호수는 아름답고 호수는 벚꽃으로 가득합니다. 호수를 걷는 것은 불가능합니다. 자전거를 빌릴 수 있습니다. 한 사람이 자전거를 타고 1 시간 5,000 원을 사용할 수 있습니다."
경포대,10,5,2017년12월13일,江陵比较大的景点，镜浦台有12个亭台,Jiangling의 비교적 큰 매력 인 Jingputai에는 12 개의 파빌리온이 있습니다.
경포대,10,5,2017년11월27일,镜浦台可以品尝草堂嫩豆腐，土豆丸子汤,Jingputai는 Caotang 부드러운 두부와 감자 미트볼 스프를 맛볼 수 있습니다.
경포대,11,5,2016년11월22일,环境保护得很好，建筑很美！,환경 보호가 매우 좋고 건물이 아름답습니다!
경포대,11,4,2012년4월28일,"就是小山坡上有个亭子,山坡边上有个很大的湖.正是樱花开放的季节,风景不错,游人很多.","작은 언덕에 파빌리온이 있고, 언덕 가장자리에 큰 호수가 있습니다. 벚꽃이 열리는 계절입니다. 풍경이 좋고 관광객이 많습니다."
경포대,11,4,2015년9월17일,还是非常不错的，喜欢看看这边的建筑，确实很好看，景色也是蛮好的，过来玩的也是挺开心的，很满意的其实。,"여전히 아주 좋은, 나는 여기 건물을보고 싶어, 정말 좋은, 풍경도 꽤 좋다, 그것은 또한 매우 만족, 재생 와서 매우 행복합니다."
경포대,11,4,2016년6월17일,亭子很是古旧，看的出来经过多次翻新，还算有点特色。除了亭子外也就没什么看点了，附近的小吃很地道,파빌리온은 매우 오래되었습니다. 여러 번 개조 한 후에는 조금 특별합니다. 파빌리온 외에도 볼 것이 없으며 인근 스낵은 매우 정통합니다.
경포대,11,4,2016년5월10일,陵的镜浦台这个景点也没啥特别之处，就是主要看十二座亭子，亭子倒是古色古香，也很高大，推荐看看。,"Ling의 Jingputai에는 특별한 것이 없으며, 12 개의 파빌리온을 주로 볼 수 있습니다. 파빌리온은 골동품이며 매우 키가 큽니다."
경포대,12,4,2016년11월19일,山上有各种造型奇怪的石头，配合绿意葱葱的树木，心情舒畅 尤其是帽沿以上，直正受到爬山的乐趣！,"산에는 다양한 모양의 이상한 돌이 있으며, 푸른 나무와 함께 기분이 편안합니다. 특히 모자가 올라가면 등산의 즐거움을 느낍니다!"
경포대,12,4,2016년10월24일,不好玩，不过我还是爬到了顶！！心觉得不错，人也不多。公园里开满了各样式花，无不赏心悦目。,재미는 없지만 여전히 정상에 올라갔습니다! ! 나는 기분이 좋고 많은 사람들이 없다. 공원에는 다양한 꽃이 가득하며 모두 눈을 즐겁게합니다.
경포대,12,4,2016년3월21일,镜浦台你看它所处的位置，只要进了九寨沟，第一眼看到的就是它的灵动的身影。就象人间的花园,"Jingputai는 Jiuzhaigou에 들어가는 한, 당신이있는 위치를 봅니다. 첫눈에 똑똑한 그림자가 보입니다. 지구상의 정원처럼"
경포대,12,4,2016년10월14일,喜欢的可以去看下。视野是非常好的，经常夕阳快下山的时候去，很美，白天去吹吹风就行了,"당신이 그것을보고 싶다면, 당신은 그것을 볼 수 있습니다. 보기가 아주 좋고, 종종 일몰이 산을 내려갈 때, 매우 아름답습니다. 낮에는 머리를 날려 버릴 수 있습니다."
경포대,12,4,2016년9월7일,景色一般，但却非常适合健身休闲 空气特别好，路面上很干净！小亭子里面保存的也比较好,풍경은 평균이지만 피트니스 및 레저에 매우 적합합니다. 공기가 특히 좋으며 도로가 매우 깨끗합니다! 작은 파빌리온 안에 보관하는 것이 좋습니다.
경포대,13,4,2016년12월29일,值得一去的地方 感受他的氛围 陶冶情操。真想再去一次。回来有一点点堵，不然更圆满。,방문 할 가치가있는 곳 그의 분위기를 느끼고 감정을 키우십시오. 나는 정말로 다시 가고 싶다. 조금 막히거나 더 만족 스럽습니다.
경포대,13,4,2016년4월2일,说真的，没有什么好玩的地方，主要看十二座亭子，亭子倒是古色古香，一般的景点,"진심으로, 주로 12 개의 파빌리온을 볼 수있는 재미있는 장소가 없습니다. 파빌리온은 골동품, 일반적인 매력입니다."
경포대,13,4,2015년9월19일,这里是个不大的亭子，建筑保存的非常完好，这里的环境很干净，韩国人都很文明。,여기는 작은 파빌리온이며 건물은 잘 보존되어 있으며 환경은 매우 깨끗하며 한국인은 매우 문명화되어 있습니다.
경포대,13,4,2014년1월4일,名字很美，其实就是一个小亭子，元宵节的时候人会很多哦。,"이름은 아름답습니다. 사실, 그것은 작은 파빌리온입니다. Lantern Festival에는 많은 사람들이있을 것입니다."
경포대,13,4,2016년12월26일,游客很少，这点比首尔一些景点舒服多了，可以慢慢细细品味。,관광객이 거의 없으며 서울의 일부 명소보다 훨씬 편안하며 천천히 맛볼 수 있습니다.
경포대,14,4,2016년9월16일,这个地方呢 很漂亮 周边有海水浴场还有个环绕着大湖的公园,이 곳은 매우 아름답습니다. 해변과 큰 호수 주변의 공원이 있습니다.
경포대,14,3,2015년4월25일,找个地儿散散步，和小伙伴去了离这里大概有30分钟的&rdquo;镜浦台&ldquo;海水浴场，对于没怎么大家大海的我来说，感觉像是在画里一样，这里观光客相对于釜山海云台来说是少到不能再少。但是风景却不输于釜山海云台哦。妹子们可以美美哒拍照咯！还有各项游乐设施，游艇什么的可供搭乘。是不是很赞？,"산책을 할 곳을 찾고 친구들과 함께 약 30 분 동안 ""Jingputai""해수욕장에갔습니다. 많은 사람들이없는 나를 위해, 나는 그림처럼 느낍니다. 여기 관광객은 부산 해운대보다 적습니다. 더 적은 수. 그러나 풍경은 부산 해운대에서 잃지 않습니다. 자매들은 사진을 찍을 수 있습니다! 다양한 놀이기구, 요트 및 기타 타기도 있습니다. 아주 좋은가요?"
경포대,14,3,2013년12월9일,所谓镜浦台就是一个凉亭而已，据说，人们可以在这个凉亭里看到五个月亮，这个一定要发挥想象哈~~~海里的；湖里的；你酒杯里的；你心里的；还有天上的那个~~~我晕~~~我想说的是，我们的西湖有个三潭印月，不用想象就有10个月亮~~~,"소위 Jingputai는 파빌리온이며 사람들은이 파빌리온에서 5 개월을 볼 수 있다고합니다. 이것은 상상력을 발휘해야합니다 ~~~ 바다, 호수, 와인 잔, 마음; 하늘에 ~~~ 나는 어지럽다 ~~~ 나는 서호에 3 개의 풀이 있다는 것을 말하고 싶다. 10 개월을 상상할 필요가 없다 ~~~"
경포대,14,3,2015년4월23일,2014年夏季，到海边吹风时，恰巧遇到电视台在镜浦海边录制节目。当了会观众。但发现旁边好多中年男女，随即逃跑。,"2014 년 여름, 해변에 머리를 날렸을 때, 나는 Jingpu 해변에서 TV 방송국이 프로그램을 녹음하는 것을 우연히 만났습니다. 관객이되었습니다. 그러나 나는 그 옆에 많은 중년 남성과 여성이 있다는 것을 알았고 즉시 도망 쳤다."
경포대,14,3,2015년6월30일,我们来到了镜浦台，这里是韩国最美的海岸。小编已经迫不及待脱下鞋子与海浪游戏了~,우리는 한국에서 가장 아름다운 해안 인 Jingputai에 왔습니다. Xiaobian은 신발과 파도 게임을 벗을 기다릴 수 없습니다 ~
경포대,15,3,2015년7월24일,导游告诉我们，每年这里举办樱花大庆典的时候来镜浦台参观是最美的，其他时候来感觉有点平淡了，我们很快参观完了这里和周边的几个小亭子。,"투어 가이드는 매년 벚꽃 축제가 열릴 때 Jingputai를 방문하는 것이 가장 아름답다고 말했습니다. 다른 시간에는 약간 평범 해졌으며, 우리는 신속하게 여기와 주변의 작은 파빌리온을 방문했습니다."
경포대,15,3,2014년3월4일,韩国的文化遗产，名字很有诗意，但其实就是一个亭子。,"한국의 문화 유산, 이름은 매우 시적이지만 실제로는 파빌리온입니다."
경포대,15,3,2013년12월17일,湖边的一个漂亮的亭子，可以一览湖面漂亮的风光，傍晚的时候，落日余辉撒向湖面，挺美的。,호수의 아름다운 파빌리온은 호수의 아름다운 경치를 볼 수 있습니다. 저녁에는 일몰이 호수에 뿌려져 매우 아름답습니다.
경포대,15,평가없음,2016년7월2일,最近大热的电视剧&ldquo;又是吴海英&rdquo;里，朴道京因为员工用西海的声音冒充东海声音而发脾气其实并不是朴道京成心难为人，而是韩国东海和西海真的差别很大东海的海水和沙滩都是给人硬硬的感觉，但是西海的海又清又蓝沙滩也细细的,"최근 인기있는 TV 시리즈 ""Wu Haiying""에서 Park Dao Jing은 동중국 해의 목소리로 Xihai의 목소리를 사용하여 성질을 잃었 기 때문에 Park Dao Jing이 어렵지는 않지만 동중국 해와 서해는 동중국 해의 바닷물과 해변과 매우 다르다. 사람들은 단단한 느낌을줍니다. 그러나 서해의 바다는 맑고 푸른 해변도 얇습니다."
경포대,15,평가없음,2016년11월14일,镜浦台是建于高丽时代的楼阁，因为周边环境优美又种植了大量的樱花树，所以每年的樱花季都有大量游人蜂拥而至。不过这里的中国还是很少的，很有异国的气氛。,Jingputai는 고려 시대에 지어진 파빌리온으로 주변 환경이 아름답고 많은 벚꽃이 심어 져있어 매년 많은 관광객이 벚꽃 시즌에 몰려 듭니다. 그러나 여기 중국은 여전히 매우 적으며 매우 이국적인 분위기입니다.
설악 워터피아,1,4,2020년2월28일,雪岳山温泉度假村是束草最大的一座温泉度假区域，这个城市的很多的人都是很喜欢这里的温泉，来这里参观也是很简单，准备好自己的换洗的衣服就可以，购买一些用品也是很方便的。,"설악산 온천 리조트는 속초에서 가장 큰 온천 리조트로, 도시의 많은 사람들이 이곳에서 온천을 좋아합니다. 이곳에 와서 옷을 갈아 입을 준비가되어있어 매우 편리합니다."
설악 워터피아,1,5,2020년10월2일,아이와 놀아도 괜찮습니다. 기본적으로 아이의 프로젝트입니다. 여기에 수영장도 있습니다. 수영을하고 싶다면 수영복을 가져 오세요.,아이와 놀아도 괜찮습니다. 기본적으로 아이의 프로젝트입니다. 여기에 수영장도 있습니다. 수영을하고 싶다면 수영복을 가져 오세요.
설악 워터피아,1,5,2020년10월2일,코로나도 설악 워터피아에서 무료로 지급하는 방독면을 쓰는 것도 재미 있어요. 특히 이곳의 노천탕이 마음에 듭니다.,코로나도 설악 워터피아에서 무료로 지급하는 방독면을 쓰는 것도 재미 있어요. 특히 이곳의 노천탕이 마음에 듭니다.
설악 워터피아,1,5,2020년10월2일,사계절 가족에게 즐거움을 줄 수있는 최고의 워터 파크! 3 대가 매우 행복한 곳! 새로운 노천 온천이 놀랍습니다!,사계절 가족에게 즐거움을 줄 수있는 최고의 워터 파크! 3 대가 매우 행복한 곳! 새로운 노천 온천이 놀랍습니다!
설악 워터피아,1,5,2020년10월2일,코로나 19 때문에 물속에있을 때는 항상 마스크를 써야하는데 조금 불편하다. 그래도 재미있게 즐기세요 ~,코로나 19 때문에 물속에있을 때는 항상 마스크를 써야하는데 조금 불편하다. 그래도 재미있게 즐기세요 ~
설악 워터피아,1,5,2020년10월2일,겨울의 노천 온천은 기분이 좋아서 노천 온천과 실내 온천이 좋습니다. 물은 따뜻하고 공기는 신선합니다.,겨울의 노천 온천은 기분이 좋아서 노천 온천과 실내 온천이 좋습니다. 물은 따뜻하고 공기는 신선합니다.
설악 워터피아,2,5,2020년10월2일,"설악산의 멋진 물 놀이터.수영장, 스파 및 레크리에이션 시설이 있습니다.특히 노천탕이 최고 ~ ^^","설악산의 멋진 물 놀이터.수영장, 스파 및 레크리에이션 시설이 있습니다.특히 노천탕이 최고 ~ ^^"
설악 워터피아,2,5,2020년10월2일,가격은 조금 비싸다. 그러나 가족으로 방문하는 것도 좋습니다. 리조트와 가까워 편리합니다.,가격은 조금 비싸다. 그러나 가족으로 방문하는 것도 좋습니다. 리조트와 가까워 편리합니다.
설악 워터피아,2,5,2020년10월2일,여기는 재미 있어요. 아이들은 많은 것을 할 수있어서 ~~ 리뉴얼해서 더 좋네요.,여기는 재미 있어요. 아이들은 많은 것을 할 수있어서 ~~ 리뉴얼해서 더 좋네요.
설악 워터피아,2,5,2020년10월2일,깨끗하고 잘 관리되며 재미있게 지냅니다. 노인들도 스파를 이용할 수 있습니다.,깨끗하고 잘 관리되며 재미있게 지냅니다. 노인들도 스파를 이용할 수 있습니다.
설악 워터피아,2,5,2020년10월2일,내부에는 다양한 종류의 레스토랑이있어 맛있습니다. 수질 관리도 좋습니다.,내부에는 다양한 종류의 레스토랑이있어 맛있습니다. 수질 관리도 좋습니다.
설악 워터피아,3,5,2015년10월11일,觉得在这样一个雪景的自然环境下，泡温泉真的是一种特别的享受，温泉热乎乎的，完全不会冷。,나는 그런 눈이 내리는 자연 환경에서 온천은 정말 특별한 즐거움이라고 느낍니다. 온천은 뜨겁고 차갑지 않습니다.
설악 워터피아,3,5,2017년3월13일,韩国雪岳韩华温泉水乐园，这里非常的适合度假，环境特别得好，还可以在这里泡温泉，这里的水温比较适中，也很干净清澈，非常值得推荐,"한국 설악한 한화 온천 워터 파크, 휴가에 매우 적합, 환경이 특히 좋다, 당신은 또한 여기에 온천이 될 수 있습니다, 수온이 비교적 온건하고 매우 깨끗하고 명확한, 그것은 권장합니다"
